ChEMBL_ID,SMILES,MW,LogP,HBD,HBA,TPSA,RotBonds,Rings,AtomCount,Lipinski,Veber,Ghose,Egan,PAINS,Brenk,Lipinski_Score,Veber_Score,Ghose_Score,Egan_Score,PAINS_Score,Brenk_Score,Quality_Score,Quality_Class
CHEMBL6663,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](C(=O)O)C(C)(C)C)cc1,460.53400000000016,3.5127200000000016,3,6,115.64999999999999,7,3,34,Pass,Pass,Pass,Pass,Clean,Alert,1,1,1,1,1,0,5,Good
CHEMBL268627,CCNC(=O)C1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,359.4300000000002,1.5816999999999997,2,7,102.60000000000001,5,3,26,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL6596,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCCCCCCCN(C)C)cc1)c1ccccc1,609.6360000000005,9.721499999999999,0,2,12.47,16,3,37,Fail,Fail,Fail,Fail,Clean,Alert,0,0,0,0,1,0,1,Poor
CHEMBL6527,CC(C)(C)/N=C(/NC#N)NC1c2cc(C#N)ccc2OC(C)(C)[C@H]1O,341.41500000000013,1.9460600000000006,3,5,113.46000000000001,1,2,25,Pass,Pass,Pass,Pass,Clean,Alert,1,1,1,1,1,0,5,Good
CHEMBL6785,CCN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3OC)cccc12,451.3460000000001,3.6578000000000017,1,6,84.42,6,3,27,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL267426,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCN(C)C)cc1)c1ccccc1,525.4740000000004,7.3809000000000085,0,2,12.47,10,3,31,Fail,Pass,Fail,Fail,Clean,Alert,0,1,0,0,1,0,2,Poor
CHEMBL6649,CNCC1NCC(c2ccccc2)c2ccccc21,252.36100000000002,2.682200000000001,2,2,24.06,3,3,19,Pass,Pass,Fail,Pass,Clean,Clean,1,1,0,1,1,1,5,Good
CHEMBL266509,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC(N)=O)C(=O)O)cc1,475.5050000000002,1.7321199999999994,4,7,158.73999999999998,10,3,35,Pass,Fail,Pass,Fail,Clean,Alert,1,0,1,0,1,0,3,Moderate
CHEMBL6718,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCCCCCN(C)C)cc1)c1ccccc1,581.5820000000004,8.941300000000004,0,2,12.47,14,3,35,Fail,Fail,Fail,Fail,Clean,Alert,0,0,0,0,1,0,1,Poor
CHEMBL263079,CCNc1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3OC)cccc12,437.3190000000001,3.6335000000000015,2,6,93.21000000000001,6,3,26,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL6437,CN1CCN2c3ccccc3Cc3ccccc3C2C1,264.372,3.0839000000000016,0,2,6.48,0,4,20,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL6511,Cc1c(C)c2c(c(C)c1O)CCC(C)(CNCCOc1ccc(/C=C3\SC(=O)NC3=O)cc1)O2,482.60200000000015,4.393660000000003,3,7,96.89,7,4,34,Pass,Pass,Fail,Pass,Clean,Alert,1,1,0,1,1,0,4,Moderate
CHEMBL6528,CN(C)CC1c2ccccc2C(c2ccccc2)CN1C,280.415,3.3666000000000027,0,2,6.48,3,3,21,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL451551,CC12CCC(OC=O)CC1CCC1C2CCC2(C)[C@@H](C3=CC(=O)OC3)C(OC=O)CC12O,446.5400000000002,2.936500000000002,1,7,99.13000000000001,5,5,32,Pass,Pass,Pass,Pass,Clean,Alert,1,1,1,1,1,0,5,Good
CHEMBL6678,CO/N=C/[C@@]1(C)[C@H](C(=O)[O-])N2C(=O)[C@@H](CO)[C@H]2S1(=O)=O.[Na+],328.278,-6.294999999999996,1,8,136.4,4,2,21,Pass,Pass,Fail,Fail,Clean,Alert,1,1,0,0,1,0,3,Moderate
CHEMBL6775,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2ccc([N+](=O)[O-])cc2)cc1,481.51200000000017,4.121820000000002,2,7,121.49000000000001,8,4,36,Pass,Pass,Fail,Pass,Clean,Alert,1,1,0,1,1,0,4,Moderate
CHEMBL6471,Cc1c(C)c2c(c(C)c1O)CCC(C)(CN(C)CCOc1ccc(/C=C3\SC(=O)NC3=O)cc1)O2,496.6290000000002,4.735860000000004,2,7,88.10000000000001,7,4,35,Pass,Pass,Fail,Pass,Clean,Alert,1,1,0,1,1,0,4,Moderate
CHEMBL6447,COc1cc2nc(N3CCC(C(=O)NCC4CC4)CC3)nc(N)c2cc1OC,385.4680000000002,1.9717999999999996,2,7,102.6,6,4,28,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL6556,CCCCNC(=O)C1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,387.4840000000002,2.3618999999999994,2,7,102.60000000000001,7,3,28,Pass,Pass,Pass,Pass,Clean,Alert,1,1,1,1,1,0,5,Good
CHEMBL266279,CCCCNC(=O)C1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)C1,387.48400000000015,2.3619000000000003,2,7,102.60000000000001,7,3,28,Pass,Pass,Pass,Pass,Clean,Alert,1,1,1,1,1,0,5,Good
CHEMBL6443,CN/C(=C\[N+](=O)[O-])NC1c2cc(C#N)ccc2OC(C)(C)[C@H]1O,318.3330000000001,1.0158799999999997,3,7,120.45000000000002,4,2,23,Pass,Pass,Pass,Pass,Clean,Alert,1,1,1,1,1,0,5,Good
CHEMBL269600,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2nc(C)cs2)cc1,457.55900000000014,3.9785400000000024,2,7,91.24,7,4,33,Pass,Pass,Pass,Pass,Clean,Alert,1,1,1,1,1,0,5,Good
CHEMBL6598,COc1cc2nc(N3CCC(C(=O)NC4CCCC4)CC3)nc(N)c2cc1OC,399.49500000000023,2.5044000000000004,2,7,102.6,5,4,29,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL6433,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Cl)cn3)cccc12,362.842,3.1500000000000012,1,5,75.19,4,3,24,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL6463,Cc1ccc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)nc1,341.4360000000001,3.410020000000002,1,4,62.300000000000004,4,3,24,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL269536,CC1(C)Oc2ccc(C#N)cc2C(/N=C(/N)NC#N)[C@@H]1O,285.307,0.5166599999999999,3,5,127.45,1,2,21,Pass,Pass,Pass,Pass,Clean,Alert,1,1,1,1,1,0,5,Good
CHEMBL6464,O=C1N(CN2CCCCC2)c2ccccc2C12OCCO2,288.3470000000001,1.6762,0,4,42.010000000000005,2,4,21,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL6731,CC(N)Cc1ccc2c(c1)OCO2,179.21899999999997,1.3050000000000002,1,3,44.480000000000004,2,2,13,Pass,Pass,Fail,Pass,Clean,Clean,1,1,0,1,1,1,5,Good
CHEMBL268690,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I,354.1,-1.2181000000000002,3,5,104.55000000000001,2,2,17,Pass,Pass,Fail,Pass,Clean,Alert,1,1,0,1,1,0,4,Moderate
CHEMBL6497,Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,242.23099999999997,-1.5142799999999992,3,5,104.54999999999998,2,2,17,Pass,Pass,Fail,Pass,Clean,Clean,1,1,0,1,1,1,5,Good
CHEMBL6544,Nc1nc(N)c2nc(Sc3ccc(Cl)c(Cl)c3)cnc2n1,339.21100000000007,3.0422000000000002,2,7,103.6,2,3,21,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL6468,CN(C)c1cccc2c(S(=O)(=O)Nc3ncccn3)cccc12,328.397,2.496600000000001,1,5,75.19,4,3,23,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL6676,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1,476.4890000000002,2.3314199999999996,4,7,152.95,10,3,35,Pass,Fail,Pass,Fail,Clean,Alert,1,0,1,0,1,0,3,Moderate
CHEMBL268855,CN(C)c1cccc2c(S(=O)(=O)Nc3ccccn3)cccc12,327.409,3.1016000000000012,1,4,62.300000000000004,4,3,23,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL6327,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCCCN(C)C)cc1)c1ccccc1,539.5010000000004,7.771000000000009,0,2,12.47,11,3,32,Fail,Fail,Fail,Fail,Clean,Alert,0,0,0,0,1,0,1,Poor
CHEMBL263881,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,323.4400000000001,2.9060000000000015,1,2,39.34,3,4,24,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL415104,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@H](Cc2ccccc2)C(=O)O)cc1,494.55100000000016,3.7093200000000017,3,6,115.64999999999999,9,4,37,Pass,Pass,Fail,Pass,Clean,Alert,1,1,0,1,1,0,4,Moderate
CHEMBL6271,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)N[C@@H](C(=O)O)c2cccc([N+](=O)[O-])c2)c(F)c1,557.5380000000002,4.195040000000002,3,8,158.79,9,4,41,Fail,Fail,Fail,Fail,Clean,Alert,0,0,0,0,1,0,1,Poor
CHEMBL6631,COc1ccc(Sc2cnc3nc(N)nc(N)c3n2)cc1,300.34700000000004,1.7439999999999996,2,8,112.83,3,3,21,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL11,CN(C)CCCN1c2ccccc2CCc2ccccc21,280.415,3.8750000000000027,0,2,6.48,4,3,21,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL6496,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2cncs2)cc1,443.5320000000001,3.6701200000000025,2,7,91.24,7,4,32,Pass,Pass,Pass,Pass,Clean,Alert,1,1,1,1,1,0,5,Good
CHEMBL6481,CCCCNC(=O)COC1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,417.5100000000002,2.1308999999999996,2,8,111.83000000000001,9,3,30,Pass,Pass,Pass,Pass,Clean,Alert,1,1,1,1,1,0,5,Good
CHEMBL6482,CCCCN1CCN2CC(c3ccccc3)c3ccccc3C2C1,320.48000000000013,4.290900000000004,0,2,6.48,4,4,24,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL414182,CN(C)CC1NCC(c2ccccc2)c2ccccc21,266.38800000000003,3.024400000000001,1,2,15.27,3,3,20,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL6603,CCNCC1NCC(c2ccccc2)c2ccccc21,266.38800000000003,3.072300000000001,2,2,24.06,4,3,20,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL6590,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2ccoc2)cc1,426.4760000000001,3.8066200000000023,2,6,91.49,7,4,32,Pass,Pass,Pass,Pass,Clean,Alert,1,1,1,1,1,0,5,Good
CHEMBL264097,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2ccco2)cc1,426.4760000000001,3.8066200000000023,2,6,91.49,7,4,32,Pass,Pass,Pass,Pass,Clean,Alert,1,1,1,1,1,0,5,Good
CHEMBL6816,O=C1Nc2ccccc2C12OCCO2,191.18599999999992,0.8382999999999999,1,3,47.56,0,3,14,Pass,Pass,Fail,Pass,Clean,Clean,1,1,0,1,1,1,5,Good
CHEMBL267427,Cc1c(C)c2c(c(C)c1O)C(CN(C)CCOc1ccc(CC3SC(=O)NC3=O)cc1)C(C)(C)O2,498.6450000000002,4.476960000000004,2,7,88.10000000000001,8,4,35,Pass,Pass,Fail,Pass,Clean,Alert,1,1,0,1,1,0,4,Moderate
CHEMBL6609,CCOC(=O)c1ccc(N/C(S)=N/c2ccc3c(c2)C(C)(C)CC(C)(C)S3)cc1,428.6230000000002,6.444700000000005,2,4,50.69,4,3,29,Fail,Pass,Fail,Fail,Clean,Alert,0,1,0,0,1,0,2,Poor
CHEMBL6502,COC(=O)CC/C=C\CC[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/CC(C)(O)CCC1CCC1,406.56300000000033,4.1197000000000035,2,5,83.83000000000001,12,2,29,Pass,Fail,Pass,Pass,Clean,Alert,1,0,1,1,1,0,4,Moderate
CHEMBL6504,C/C=C(/C)C(=O)O[C@@]12C[C@@H](C)[C@]3(O)C4C=C(C)C(=O)[C@@]4(O)CC(COC(C)=O)=C[C@H]3[C@@H]1C2(C)C,472.5780000000003,3.047200000000002,2,7,110.13,4,4,34,Pass,Pass,Pass,Pass,Clean,Alert,1,1,1,1,1,0,5,Good
CHEMBL6581,NC(=O)c1cc(-c2ccncc2)cnc1Cl,233.658,1.8959,1,3,68.87,2,2,16,Pass,Pass,Fail,Pass,Clean,Alert,1,1,0,1,1,0,4,Moderate
CHEMBL406,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,365.84200000000004,2.0834,2,4,92.5,3,3,24,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL269773,Cc1c(C)c2c(c(C)c1O)C(CN(C)CCOc1ccc(/C=C3\SC(=O)NC3=O)cc1)C(C)(C)O2,496.6290000000002,4.906760000000004,2,7,88.10000000000001,7,4,35,Pass,Pass,Fail,Pass,Clean,Alert,1,1,0,1,1,0,4,Moderate
CHEMBL267190,COC(=O)CC/C=C\CC[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/CC(C)(O)CCC1CC1,392.5360000000003,3.729600000000003,2,5,83.83000000000001,12,2,28,Pass,Fail,Pass,Pass,Clean,Alert,1,0,1,1,1,0,4,Moderate
CHEMBL268626,CCCOC(=O)c1ncn2c1CN(C)C(=O)c1sccc1-2,305.359,2.0862,0,5,64.43,3,3,21,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL6595,Cc1cc(CCCCCOc2ccc(-c3nc(C)c(C)o3)cc2)on1,340.42300000000006,5.0466600000000055,0,5,61.290000000000006,8,3,25,Fail,Pass,Pass,Pass,Clean,Alert,0,1,1,1,1,0,4,Moderate
CHEMBL6580,CN1C(=O)C2(OCCO2)c2ccccc21,205.21300000000002,0.8625999999999995,0,3,38.77,0,3,15,Pass,Pass,Fail,Pass,Clean,Clean,1,1,0,1,1,1,5,Good
CHEMBL6460,O=C1N(CN2CCOCC2)c2ccccc2C12OCCO2,290.3190000000001,0.5224999999999997,0,5,51.24000000000001,2,4,21,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL6559,CCCC(=O)N(CCC)NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C,942.034,-2.517000000000004,11,13,376.44999999999993,27,1,66,Fail,Fail,Fail,Fail,Clean,Alert,0,0,0,0,1,0,1,Poor
CHEMBL266539,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)CC,928.007,-2.9071000000000016,11,13,376.44999999999993,26,1,65,Fail,Fail,Fail,Fail,Clean,Alert,0,0,0,0,1,0,1,Poor
CHEMBL414009,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(C)=O,913.98,-3.297200000000003,11,13,376.44999999999993,25,1,64,Fail,Fail,Fail,Fail,Clean,Alert,0,0,0,0,1,0,1,Poor
CHEMBL6500,CCOC(=O)c1ccc(NC(=O)Nc2cc3c(cc2C)SC(C)(C)CC3(C)C)cc1,426.5820000000002,6.367720000000006,2,4,67.42999999999999,4,3,30,Fail,Pass,Fail,Fail,Clean,Clean,0,1,0,0,1,1,3,Moderate
CHEMBL6499,Cc1cc2c(cc1/N=C(\S)Nc1ccc(S(N)(=O)=O)cc1)C(C)(C)CC(C)(C)S2,449.6670000000003,5.2238200000000035,3,4,84.54999999999998,3,3,29,Fail,Pass,Pass,Pass,Clean,Alert,0,1,1,1,1,0,4,Moderate
CHEMBL6424,COc1cc2nc(N3CCC(C(=O)NCCc4ccccc4)CC3)nc(N)c2cc1OC,435.52800000000025,2.804500000000001,2,7,102.6,7,4,32,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL6474,COc1cc2nc(N3CCC(C(=O)NCc4ccccc4)CC3)nc(N)c2cc1OC,421.50100000000026,2.7620000000000005,2,7,102.6,6,4,31,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL415290,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(Cl)ccc1-2,319.748,2.2880000000000003,0,4,64.43,2,3,22,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL407,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,303.293,1.7736999999999998,0,4,64.43,2,3,22,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL6484,NC(=O)c1cc(-c2ccccc2)nnc1Cl,233.658,1.8959,1,3,68.87,2,2,16,Pass,Pass,Fail,Pass,Clean,Clean,1,1,0,1,1,1,5,Good
CHEMBL6507,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)C(F)(F)F,967.9500000000002,-2.754800000000002,11,13,376.44999999999993,25,1,67,Fail,Fail,Fail,Fail,Clean,Alert,0,0,0,0,1,0,1,Poor
CHEMBL428313,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)S(=O)(=O)CCl,984.48,-3.3176000000000014,11,14,393.5199999999999,28,1,66,Fail,Fail,Fail,Fail,Clean,Alert,0,0,0,0,1,0,1,Poor
CHEMBL439178,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)O)[C@@H](C)O)[C@@H](C)O,1958.1350000000011,-7.87049999999997,28,29,801.5400000000001,58,4,137,Fail,Fail,Fail,Fail,Clean,Alert,0,0,0,0,1,0,1,Poor
CHEMBL266541,O=C1N(CN2CCCC2)c2ccccc2C12OCCO2,274.32000000000005,1.2860999999999998,0,4,42.010000000000005,2,4,20,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL6554,COc1cc2c(cc1C)CC(N)C2,177.24699999999996,1.4295200000000001,1,2,35.25,1,2,13,Pass,Pass,Fail,Pass,Clean,Clean,1,1,0,1,1,1,5,Good
CHEMBL265669,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](C(=O)O)c2ccc(F)cc2)cc1,498.5140000000001,3.9784200000000025,3,6,115.64999999999999,8,4,37,Pass,Pass,Fail,Pass,Clean,Alert,1,1,0,1,1,0,4,Moderate
CHEMBL6498,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NC)cc1,360.41700000000003,2.6432200000000003,2,5,78.35,5,3,27,Pass,Pass,Pass,Pass,Clean,Alert,1,1,1,1,1,0,5,Good
CHEMBL6630,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)cn3)cccc12,407.293,3.259100000000001,1,5,75.19,4,3,24,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL266086,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCCN(C)C)cc1)c1ccccc1,511.4470000000003,6.990800000000008,0,2,12.47,9,3,30,Fail,Pass,Fail,Fail,Clean,Alert,0,1,0,0,1,0,2,Poor
CHEMBL6486,CCOC(=O)CNC(=O)c1cc(-c2ccncc2)nnc1Cl,320.736,1.4848999999999999,1,6,94.07,5,2,22,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL6487,O=C(NCc1ccc(Cl)cc1Cl)c1cc(-c2ccncc2)nnc1Cl,393.66100000000006,4.4288000000000025,1,4,67.77000000000001,4,3,25,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL269368,COc1cccc(-c2ccc(N3CC(CNC(C)=O)OC3=O)cc2)cc1=O,368.3890000000001,2.1837,1,5,84.94,5,3,27,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL415108,C/C=C(/C)C(=O)O[C@@]12C[C@@H](C)[C@]3(O)C4C=C(C)C(=O)[C@@]4(O)CC(CO)=C[C@H]3[C@@H]1C2(C)C,430.5410000000002,2.476400000000001,3,6,104.06,3,4,31,Pass,Pass,Pass,Pass,Clean,Alert,1,1,1,1,1,0,5,Good
CHEMBL414772,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](N)CC(=O)O)[C@@H](C)O)C(C)C)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)O)[C@@H](C)O)[C@@H](C)O,1916.0980000000009,-8.047899999999977,28,29,798.46,57,4,134,Fail,Fail,Fail,Fail,Clean,Alert,0,0,0,0,1,0,1,Poor
CHEMBL6520,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)C(C)C)C(C)C)C(=O)Oc1ccc([N+](=O)[O-])cc1,576.6510000000003,2.1293000000000024,3,8,180.28999999999996,11,2,41,Fail,Fail,Fail,Fail,Clean,Alert,0,0,0,0,1,0,1,Poor
CHEMBL6360,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)C(C)C)C(C)C)C(=O)Oc1ccc([N+](=O)[O-])cc1,691.7390000000001,1.0888000000000069,5,10,246.68999999999994,15,2,49,Fail,Fail,Fail,Fail,Clean,Alert,0,0,0,0,1,0,1,Poor
CHEMBL415105,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)Nc2ccccc2)cc1,422.48800000000006,4.535920000000003,2,5,78.35,6,4,32,Pass,Pass,Pass,Pass,Clean,Alert,1,1,1,1,1,0,5,Good
CHEMBL6545,O=C1Nc2ccc(Cl)cc2C12OCCO2,225.63099999999994,1.4916999999999998,1,3,47.56,0,3,15,Pass,Pass,Fail,Pass,Clean,Clean,1,1,0,1,1,1,5,Good
CHEMBL6546,O=C1N(Cc2ccccc2)c2ccccc2C12OCCO2,281.31100000000004,2.4330000000000007,0,3,38.77,2,4,21,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL6395,Cc1ccc2c(c1)C1(OCCO1)C(=O)N2,205.21299999999997,1.1467199999999997,1,3,47.56,0,3,15,Pass,Pass,Fail,Pass,Clean,Clean,1,1,0,1,1,1,5,Good
CHEMBL6444,Cc1cc(CCCCCOc2ccc(C3=NCCO3)cc2Cl)on1,348.8300000000001,4.205020000000004,0,5,56.85,8,3,24,Pass,Pass,Pass,Pass,Clean,Alert,1,1,1,1,1,0,5,Good
CHEMBL266800,Cc1cc(CCCCCOc2ccc(C3=NCCO3)cc2)on1,314.38500000000005,3.5516200000000024,0,5,56.85,8,3,23,Pass,Pass,Pass,Pass,Clean,Alert,1,1,1,1,1,0,5,Good
CHEMBL269304,C=C(C)[C@]12C[C@@H](C)[C@@]34OC(Cc5ccccc5)(O[C@@H]1C3C=C(CO)C[C@]1(O)C(=O)C(C)=CC41)O2,464.5580000000003,3.236900000000002,2,6,85.22000000000001,4,6,34,Pass,Pass,Pass,Pass,Clean,Alert,1,1,1,1,1,0,5,Good
CHEMBL6448,OCCOCOCc1cc(CCCCCOc2c(Cl)cc(C3=NCCO3)cc2Cl)on1,473.3530000000001,4.033000000000003,1,8,95.54,14,3,31,Pass,Fail,Pass,Pass,Clean,Alert,1,0,1,1,1,0,4,Moderate
CHEMBL6571,CCN(CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1)CC1(C)CCc2c(C)c(O)c(C)c(C)c2O1,510.65600000000046,5.125960000000005,2,7,88.10000000000001,8,4,36,Fail,Pass,Fail,Pass,Clean,Alert,0,1,0,1,1,0,3,Moderate
CHEMBL268388,Nc1nc(N)c2nc(Sc3cccc4ccccc34)cnc2n1,320.3810000000001,2.888600000000001,2,7,103.6,2,4,23,Pass,Pass,Pass,Pass,Clean,Clean,1,1,1,1,1,1,6,Excellent
CHEMBL269572,Cc1c(C)c2c(c(C)c1O)C(COc1ccc(CC3SC(=O)NC3=O)cc1)C(C)(C)O2,441.54900000000015,4.545160000000004,2,6,84.86,5,4,31,Pass,Pass,Pass,Pass,Clean,Alert,1,1,1,1,1,0,5,Good
